week,showRange,rnum,rank,movieNm,audiAcc,audiCnt,openDt,scrnCnt,showCnt,salesChange,rankOldAndNew,salesAmt,salesShare,audiChange,movieCd,audiInten,rankInten,salesAcc,salesInten
201719,20170508~20170514,8,8,분노의 질주: 더 익스트림,3645767,54213,2017-04-12,439,2629,-86.1,OLD,431835300,1.3,-86.2,20167542,-338017,-2,29925352048,-2667602100
201719,20170508~20170514,9,9,킹 아서: 제왕의 검,50750,47879,2017-05-17,256,1400,100.0,NEW,422201300,1.2,100.0,20173961,47879,0,447659300,422201300
201719,20170508~20170514,10,10,스머프: 비밀의 숲,420615,34456,2017-04-28,247,1319,-84.5,OLD,251518600,0.7,-84.8,20161665,-191849,-3,3077623600,-1373325500
201720,20170515~20170521,1,1,겟 아웃,1003999,1003725,2017-05-17,945,17219,380753.7,OLD,8348312155,32.1,366223.0,20175262,1003451,68,8350504155,8346120155
201720,20170515~20170521,2,2,불한당: 나쁜 놈들의 세상,589914,571012,2017-05-17,860,18981,2948.6,OLD,4677048945,18.0,3190.6,20164844,553659,10,4842202745,4523635145
201720,20170515~20170521,3,3,보안관,2509467,302902,2017-05-03,732,16291,-69.4,OLD,2330925600,9.0,-68.0,20162722,-643518,-1,20264979109,-5295307369
201720,20170515~20170521,4,4,보스 베이비,2210194,288173,2017-05-03,645,9336,-59.8,OLD,2240252100,8.6,-59.7,20174061,-426583,-1,17117534304,-3337090469
201720,20170515~20170521,5,5,에이리언: 커버넌트,1244927,284970,2017-05-09,776,15164,-71.3,OLD,2282488700,8.8,-70.3,20179382,-673742,-4,10262549864,-5683877464
201720,20170515~20170521,6,6,킹 아서: 제왕의 검,329889,279139,2017-05-17,588,11138,441.0,OLD,2284000155,8.8,483.0,20173961,231260,3,2731659455,1861798855
201720,20170515~20170521,7,7,가디언즈 오브 갤럭시 VOL. 2,2663814,238129,2017-05-03,672,10813,-67.9,OLD,1941339300,7.5,-66.1,20163603,-463718,-3,22885764986,-4109197031
201720,20170515~20170521,8,8,목소리의 형태,258840,56214,2017-05-09,418,3435,-71.7,OLD,432190500,1.7,-71.0,20170321,-137311,-2,2038696914,-1094630414
201720,20170515~20170521,9,9,석조저택 살인사건,346044,54155,2017-05-09,458,5559,-82.8,OLD,402258400,1.5,-81.2,20156708,-234014,-4,2772559986,-1938991186
201720,20170515~20170521,10,10,임금님의 사건수첩,1631220,18502,2017-04-26,371,1643,-86.7,OLD,121184700,0.5,-84.5,20161726,-101169,-3,12632234223,-789536500
201721,20170522~20170528,1,1,캐리비안의 해적: 죽은 자는 말이 없다,1526655,1526655,2017-05-24,1357,34283,100.0,NEW,12902755720,43.4,100.0,20170982,1526655,0,12902755720,12902755720
201721,20170522~20170528,2,2,겟 아웃,1722808,718809,2017-05-17,796,21646,-30.2,OLD,5826115520,19.6,-28.4,20175262,-284916,-1,14176619675,-2522196635
201721,20170522~20170528,3,3,노무현입니다,596691,594789,2017-05-25,775,12879,40639.7,OLD,4892027812,16.4,31171.8,20174602,592887,28,4904035812,4880019812
201721,20170522~20170528,4,4,불한당: 나쁜 놈들의 세상,846266,256352,2017-05-17,767,13814,-56.6,OLD,2027630780,6.8,-55.1,20164844,-314660,-2,6869833525,-2649418165
201721,20170522~20170528,5,5,보스 베이비,2340536,130342,2017-05-03,500,5052,-55.3,OLD,1001732800,3.4,-54.8,20174061,-157831,-1,18119267104,-1238519300
201721,20170522~20170528,6,6,킹 아서: 제왕의 검,408198,78309,2017-05-17,532,6755,-74.2,OLD,589849000,2.0,-71.9,20173961,-200830,0,3321508455,-1694151155
201721,20170522~20170528,7,7,보안관,2575570,66103,2017-05-03,512,5753,-78.8,OLD,494163400,1.7,-78.2,20162722,-236799,-4,20759142509,-1836762200
201721,20170522~20170528,8,8,가디언즈 오브 갤럭시 VOL. 2,2722323,58509,2017-05-03,462,3546,-76.0,OLD,465197300,1.6,-75.4,20163603,-179620,-1,23350962286,-1476142000
201721,20170522~20170528,9,9,에이리언: 커버넌트,1296444,51517,2017-05-09,489,4349,-82.5,OLD,399726500,1.3,-81.9,20179382,-233453,-4,10662276364,-1882762200
201721,20170522~20170528,10,10,너와 100번째 사랑,30132,28481,2017-05-25,140,1206,17350.0,OLD,231735500,0.8,17057.2,20173642,28315,76,244874800,230407500
201722,20170529~20170604,1,1,원더 우먼,1158394,1158394,2017-05-31,1034,22076,100.0,NEW,9459525698,31.2,100.0,20168261,1158394,0,9459525698,9459525698
201722,20170529~20170604,2,2,캐리비안의 해적: 죽은 자는 말이 없다,2430495,903840,2017-05-24,1212,27931,-44.8,OLD,7124163502,23.5,-40.8,20170982,-622815,-1,20026919222,-5778592218
201722,20170529~20170604,3,3,대립군,594507,589116,2017-05-31,809,16681,10097.5,OLD,4465706502,14.7,11242.2,20169348,583922,12,4511271502,4421914502
201722,20170529~20170604,4,4,노무현입니다,1176749,580058,2017-05-25,710,18243,-9.8,OLD,4413093100,14.5,-2.5,20174602,-14731,-1,9317128912,-478934712
201722,20170529~20170604,5,5,겟 아웃,2008751,285943,2017-05-17,580,11641,-61.7,OLD,2231007400,7.4,-60.2,20175262,-432866,-3,16407627075,-3595108120
201722,20170529~20170604,6,6,불한당: 나쁜 놈들의 세상,908271,62005,2017-05-17,486,3931,-77.0,OLD,466918100,1.5,-75.8,20164844,-194347,-2,7336751625,-1560712680
201722,20170529~20170604,7,7,베이블레이드 버스트 갓 : 갓 발키리의 탄생,49448,48986,2017-06-01,198,1068,8816.9,OLD,370764900,1.2,10503.0,20176141,48524,50,374922900,366606900
201722,20170529~20170604,8,8,보스 베이비,2385976,45440,2017-05-03,262,1751,-66.5,OLD,335187300,1.1,-65.1,20174061,-84902,-3,18454454404,-666545500
201722,20170529~20170604,9,9,너와 100번째 사랑,59146,29014,2017-05-25,122,1560,-3.8,OLD,222879500,0.7,1.9,20173642,533,1,467754300,-8856000
201722,20170529~20170604,10,10,7번째 내가 죽던 날,25947,24808,2017-05-31,230,1902,8196.3,OLD,189736500,0.6,7928.5,20174803,24499,58,198539500,187449500
201723,20170605~20170611,1,1,미이라,2384201,2383951,2017-06-06,1257,41221,615276.6,OLD,19999741001,49.4,953480.4,20166488,2383701,77,20002991001,19996491001
201723,20170605~20170611,2,2,원더 우먼,1859930,701536,2017-05-31,996,19067,-40.8,OLD,5602210549,13.8,-39.4,20168261,-456858,-1,15061736247,-3857315149
201723,20170605~20170611,3,3,악녀,458838,457326,2017-06-08,679,10523,39795.2,OLD,3774087549,9.3,36840.7,20162343,456088,28,3785465549,3764627549
201723,20170605~20170611,4,4,캐리비안의 해적: 죽은 자는 말이 없다,2881416,450921,2017-05-24,732,13192,-49.5,OLD,3595122400,8.9,-50.1,20170982,-452919,-2,23622041622,-3529041102
201723,20170605~20170611,5,5,노무현입니다,1567822,391073,2017-05-25,593,11833,-30.7,OLD,3058198100,7.6,-32.6,20174602,-188985,-1,12375327012,-1354895000
201723,20170605~20170611,6,6,대립군,792640,198133,2017-05-31,687,9295,-66.4,OLD,1500141300,3.7,-66.4,20169348,-390983,-3,6011412802,-2965565202
201723,20170605~20170611,7,7,겟 아웃,2105869,97118,2017-05-17,469,3886,-65.2,OLD,776668000,1.9,-66.0,20175262,-188825,-2,17184295075,-1454339400
201723,20170605~20170611,8,8,베이블레이드 버스트 갓 : 갓 발키리의 탄생,103135,53687,2017-06-01,187,1267,9.1,OLD,404515000,1.0,9.6,20176141,4701,-1,779437900,33750100
201723,20170605~20170611,9,9,보스 베이비,2432721,46745,2017-05-03,182,1015,3.2,OLD,346042800,0.9,2.9,20174061,1305,-1,18800497204,10855500
201723,20170605~20170611,10,10,바다 탐험대 옥토넛 시즌4: 더 파이널,61644,37587,2017-06-01,167,1220,57.9,OLD,244323500,0.6,58.7,20174821,13908,1,401670500,89622500
201724,20170612~20170618,1,1,미이라,3240885,856684,2017-06-06,1094,37824,-65.1,OLD,6988403379,32.6,-64.1,20166488,-1527267,0,26991394380,-13011337622
201724,20170612~20170618,2,2,하루,565894,561452,2017-06-15,781,15799,13896.0,OLD,4615732618,21.5,14896.0,20166384,557708,20,4654295618,4582753618
201724,20170612~20170618,3,3,악녀,927060,468222,2017-06-08,685,18741,-0.5,OLD,3756897521,17.5,2.4,20162343,10896,0,7542363070,-17190028
201724,20170612~20170618,4,4,원더 우먼,2080039,220109,2017-05-31,557,11439,-68.8,OLD,1748585639,8.1,-68.6,20168261,-481427,-2,16810321886,-3853624910
201724,20170612~20170618,5,5,노무현입니다,1722990,155168,2017-05-25,518,9208,-60.7,OLD,1200610300,5.6,-60.3,20174602,-235905,0,13575937312,-1857587800
201724,20170612~20170618,6,6,캐리비안의 해적: 죽은 자는 말이 없다,3007084,125668,2017-05-24,450,7230,-71.8,OLD,1013918200,4.7,-72.1,20170982,-325253,-2,24635959822,-2581204200
201724,20170612~20170618,7,7,나의 붉은고래,45432,41121,2017-06-15,390,3745,1850.7,OLD,324263500,1.5,1627.8,20175423,38741,18,353957500,307640500
201724,20170612~20170618,8,8,꼬마참새 리차드: 아프리카 원정대,33477,30640,2017-06-15,319,1258,1161.8,OLD,231524600,1.1,1245.0,20176741,28362,18,254345600,213175600
201724,20170612~20170618,9,9,대립군,815757,23117,2017-05-31,390,2601,-89.3,OLD,160260700,0.7,-88.3,20169348,-175016,-3,6171673502,-1339880600
201724,20170612~20170618,10,10,꼬마돼지 베이브의 대모험,21755,20652,2017-06-15,312,1165,9620.3,OLD,151345700,0.7,6540.5,20172241,20341,61,158275700,149788700
201725,20170619~20170625,1,1,트랜스포머: 최후의 기사,1750613,1750613,2017-06-21,1739,40499,100.0,NEW,14655983828,57.0,100.0,20166967,1750613,0,14655983828,14655983828
201725,20170619~20170625,2,2,하루,989152,423258,2017-06-15,733,18339,-27.2,OLD,3362404454,13.1,-24.6,20166384,-138194,0,8016700072,-1253328164
201725,20170619~20170625,3,3,미이라,3562454,321569,2017-06-06,844,17387,-63.4,OLD,2559767598,10.0,-62.5,20166488,-535115,-2,29551161978,-4428635781
201725,20170619~20170625,4,4,악녀,1127499,200439,2017-06-08,617,10372,-57.7,OLD,1590617774,6.2,-57.2,20162343,-267783,-1,9132980844,-2166279747
201725,20170619~20170625,5,5,노무현입니다,1798055,75065,2017-05-25,463,5057,-52.2,OLD,573488500,2.2,-51.6,20174602,-80103,0,14149425812,-627121800
201725,20170619~20170625,6,6,원더 우먼,2141574,61535,2017-05-31,441,3888,-72.5,OLD,481520300,1.9,-72.0,20168261,-158574,-2,17291842186,-1267065339
201725,20170619~20170625,7,7,더 서클,50118,49088,2017-06-22,169,3027,5654.1,OLD,411997000,1.6,5224.1,20176201,48166,35,420021000,404837000
201725,20170619~20170625,8,8,캐리비안의 해적: 죽은 자는 말이 없다,3039593,32509,2017-05-24,352,2101,-74.6,OLD,258016100,1.0,-74.1,20170982,-93159,-2,24893975922,-755902100
201725,20170619~20170625,9,9,다크 하우스,28965,28839,2017-06-22,278,2001,23534.6,OLD,238237000,0.9,22788.1,20175982,28713,83,239245000,237229000
201725,20170619~20170625,10,10,언더더씨,22351,22351,2017-06-22,163,798,100.0,NEW,173810300,0.7,100.0,20175821,22351,0,173810300,173810300
201726,20170626~20170702,1,1,박열,1180561,1164624,2017-06-28,1176,25212,17689.9,OLD,8990218470,40.6,16954.1,20178982,1157795,17,9118256970,8939682970
201726,20170626~20170702,2,2,트랜스포머: 최후의 기사,2418138,667525,2017-06-21,1539,31376,-63.7,OLD,5324148600,24.1,-61.9,20166967,-1083088,-1,19980132428,-9331835228
201726,20170626~20170702,3,3,리얼,373721,373295,2017-06-28,970,16783,70576.7,OLD,2692782530,12.2,87527.9,20159647,372869,63,2696592530,2688972530
201726,20170626~20170702,4,4,하루,1111858,122706,2017-06-15,630,9080,-72.4,OLD,927768870,4.2,-71.0,20166384,-300552,-2,8944468942,-2434635584
201726,20170626~20170702,5,5,옥자,116847,111993,2017-06-29,111,1441,100.0,NEW,862044400,3.9,100.0,20158485,111993,0,896858400,862044400
201726,20170626~20170702,6,6,미이라,3661281,98827,2017-06-06,534,6154,-70.4,OLD,757537100,3.4,-69.3,20166488,-222742,-3,30308699078,-1802230498
201726,20170626~20170702,7,7,악녀,1192888,65389,2017-06-08,470,4559,-68.7,OLD,497327500,2.2,-67.4,20162343,-135050,-3,9630308344,-1093290274
201726,20170626~20170702,8,8,지랄발광 17세,39721,38063,2017-06-28,86,1918,5861.3,OLD,302359500,1.4,5903.6,20176961,37429,42,316435000,297287500
201726,20170626~20170702,9,9,노무현입니다,1831193,33138,2017-05-25,315,2382,-58.4,OLD,238766000,1.1,-55.9,20174602,-41927,-4,14388191812,-334722500
201726,20170626~20170702,10,10,더 서클,68616,18498,2017-06-22,161,2164,-66.2,OLD,139141900,0.6,-62.3,20176201,-30590,-3,559162900,-272855100
201727,20170703~20170709,1,1,스파이더맨: 홈 커밍,3563946,3561853,2017-07-05,1965,49033,149830.8,OLD,29452413824,76.1,170079.3,20167303,3559760,28,29472057824,29432769824
201727,20170703~20170709,2,2,박열,1842240,661679,2017-06-28,1102,25960,-43.3,OLD,5097909426,13.2,-43.2,20178982,-502945,-1,14216166396,-3892309044
201727,20170703~20170709,3,3,트랜스포머: 최후의 기사,2566880,148742,2017-06-21,807,10874,-78.2,OLD,1160866600,3.0,-77.7,20166967,-518783,-1,21140999028,-4163282000
201727,20170703~20170709,4,4,옥자,215145,98298,2017-06-29,104,2134,-14.3,OLD,738788100,1.9,-12.2,20158485,-13695,1,1635646500,-123256300
201727,20170703~20170709,5,5,리얼,448432,74711,2017-06-28,635,6989,-80.2,OLD,532438700,1.4,-80.0,20159647,-298584,-2,3229031230,-2160343830
201727,20170703~20170709,6,6,지랄발광 17세,71400,31679,2017-06-28,119,2323,-17.7,OLD,248734100,0.6,-16.8,20176961,-6384,2,565169100,-53625400
201727,20170703~20170709,7,7,미이라,3678083,16802,2017-06-06,287,1624,-83.4,OLD,125992900,0.3,-83.0,20166488,-82025,-1,30434691978,-631544200
201727,20170703~20170709,8,8,하루,1127764,15906,2017-06-15,379,2261,-87.5,OLD,116120400,0.3,-87.0,20166384,-106800,-4,9060589342,-811648470
201727,20170703~20170709,9,9,헤드윅,31740,12248,2002-08-09,90,842,-14.5,OLD,96538800,0.2,-10.9,20020186,-1502,5,246984131,-16399231
201727,20170703~20170709,10,10,노무현입니다,1842323,11130,2017-05-25,163,989,-65.6,OLD,82174900,0.2,-66.4,20174602,-22008,-1,14470366712,-156591100
201728,20170710~20170716,1,1,스파이더맨: 홈 커밍,5902826,2338880,2017-07-05,1797,62794,-35.7,OLD,18938316649,66.6,-34.3,20167303,-1222973,0,48410374473,-10514097175
201728,20170710~20170716,2,2,박열,2212215,369975,2017-06-28,710,16781,-44.8,OLD,2814196199,9.9,-44.1,20178982,-291704,0,17030362595,-2283713227
201728,20170710~20170716,3,3,카3: 새로운 도전,288762,283998,2017-07-13,800,6712,4753.1,OLD,2118179001,7.4,5861.3,20175522,279234,15,2161825001,2074533001
201728,20170710~20170716,4,4,플립,134623,133859,2017-07-12,249,3737,16376.9,OLD,1094595200,3.8,17420.8,20177501,133095,41,1101238400,1087952000
201728,20170710~20170716,5,5,내 사랑,85996,81520,2017-07-12,233,2943,5754.6,OLD,645990400,2.3,4861.7,20174801,79877,25,680767300,634956500
201728,20170710~20170716,6,6,다크 나이트,4148762,61170,2008-08-06,153,1984,3469.5,OLD,508777800,1.8,4873.2,20081056,59940,30,27569946800,494524300
201728,20170710~20170716,7,7,옥자,268452,53307,2017-06-29,93,1781,-46.0,OLD,398918400,1.4,-45.8,20158485,-44991,-3,2034564900,-339869700
201728,20170710~20170716,8,8,예수는 역사다,47752,43743,2017-07-13,217,1230,2062.0,OLD,321968800,1.1,1729.5,20176562,41352,19,349286800,307076800
201728,20170710~20170716,9,9,트랜스포머: 최후의 기사,2607123,40243,2017-06-21,382,3591,-73.6,OLD,306320200,1.1,-72.9,20166967,-108499,-6,21447319228,-854546400
201728,20170710~20170716,10,10,택시운전사,36825,36643,2017-08-02,83,180,13842.2,OLD,223354000,0.8,20033.5,20162869,36461,74,224956000,221752000
201729,20170717~20170723,1,1,덩케르크,1349619,1349619,2017-07-20,1252,29518,100.0,NEW,11647205243,38.5,100.0,20164621,1349619,0,11647205243,11647205243
201729,20170717~20170723,2,2,스파이더맨: 홈 커밍,6855260,952434,2017-07-05,1617,38403,-59.6,OLD,7649100007,25.3,-59.3,20167303,-1386446,-1,56059474480,-11289216642
201729,20170717~20170723,3,3,47 미터,439979,437933,2017-07-19,733,11430,20383.8,OLD,3539602957,11.7,21304.3,20177181,435887,25,3556882957,3522322957
201729,20170717~20170723,4,4,카3: 새로운 도전,432344,143582,2017-07-13,538,6071,-50.3,OLD,1052466200,3.5,-49.4,20175522,-140416,-1,3214291201,-1065712801
201729,20170717~20170723,5,5,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,137959,136901,2017-07-20,547,2470,9855.3,OLD,1031065300,3.4,12839.6,20178321,135843,38,1041422300,1020708300
201729,20170717~20170723,6,6,플립,267916,133293,2017-07-12,219,5579,-3.9,OLD,1052265100,3.5,-0.4,20177501,-566,-2,2153503500,-42330100
201729,20170717~20170723,7,7,박열,2338871,126656,2017-06-28,602,8832,-66.9,OLD,931892900,3.1,-65.8,20178982,-243319,-5,17962255495,-1882303299
201729,20170717~20170723,8,8,내 사랑,169187,83191,2017-07-12,212,3609,1.6,OLD,656577000,2.2,2.0,20174801,1671,-3,1337344300,10586600
201729,20170717~20170723,9,9,예수는 역사다,106388,58636,2017-07-13,210,1869,30.3,OLD,419366500,1.4,34.0,20176562,14893,-1,768653300,97397700
201729,20170717~20170723,10,10,오즈: 신기한 마법가루,54998,49997,2017-07-20,343,1508,931.8,OLD,373218500,1.2,899.7,20177761,44996,11,409389500,337047500
201730,20170724~20170730,1,1,군함도,4070080,4061784,2017-07-26,2027,52152,54661.9,OLD,31217570540,58.1,51432.4,20161481,4053902,16,31277466540,31160564540
201730,20170724~20170730,2,2,슈퍼배드 3,1225839,1225565,2017-07-26,1057,17801,413308.9,OLD,9061922720,16.9,447186.5,20173403,1225291,69,9064114720,9059730720
201730,20170724~20170730,3,3,덩케르크,2179492,829873,2017-07-20,1153,23516,-39.3,OLD,7067740890,13.2,-38.5,20164621,-519746,-2,18714946133,-4579464353
201730,20170724~20170730,4,4,스파이더맨: 홈 커밍,7131999,276739,2017-07-05,879,10829,-72.6,OLD,2099206840,3.9,-70.9,20167303,-675695,-2,58158681320,-5549893167
201730,20170724~20170730,5,5,47 미터,572901,132922,2017-07-19,633,7797,-71.7,OLD,1002684300,1.9,-69.6,20177181,-305011,-2,4559567257,-2536918657
201730,20170724~20170730,6,6,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,237116,99157,2017-07-20,414,2992,-31.7,OLD,704298300,1.3,-27.6,20178321,-37744,-1,1745720600,-326767000
201730,20170724~20170730,7,7,플립,328717,60801,2017-07-12,185,2631,-55.9,OLD,463856800,0.9,-54.4,20177501,-72492,-1,2617360300,-588408300
201730,20170724~20170730,8,8,내 사랑,214243,45056,2017-07-12,174,1512,-52.9,OLD,309520025,0.6,-45.8,20174801,-38135,0,1646864325,-347056975
201730,20170724~20170730,9,9,카3: 새로운 도전,472712,40368,2017-07-13,394,1716,-73.2,OLD,281778100,0.5,-71.9,20175522,-103214,-5,3496069301,-770688100
201730,20170724~20170730,10,10,예수는 역사다,135885,29497,2017-07-13,136,865,-50.8,OLD,206181000,0.4,-49.7,20176562,-29139,-1,974834300,-213185500
201731,20170731~20170806,1,1,택시운전사,4361047,4275383,2017-08-02,1906,39846,27204.2,OLD,34080527436,49.5,26614.5,20162869,4259379,11,34642953436,33955709436
201731,20170731~20170806,2,2,군함도,6080649,2010569,2017-07-26,1848,40209,-50.5,OLD,15466429386,22.5,-50.5,20161481,-2051215,-1,46743895926,-15751141154
201731,20170731~20170806,3,3,슈퍼배드 3,2616327,1390488,2017-07-26,997,23162,11.2,OLD,10079973199,14.6,13.5,20173403,164923,-1,19144087919,1018050479
201731,20170731~20170806,4,4,덩케르크,2593808,414316,2017-07-20,691,8664,-46.4,OLD,3785970915,5.5,-50.1,20164621,-415557,-1,22500917048,-3281769975
201731,20170731~20170806,5,5,명탐정 코난:진홍의 연가,311932,310270,2017-08-02,582,5621,16822.1,OLD,2253848400,3.3,18568.5,20170124,308608,19,2267167400,2240529400
201731,20170731~20170806,6,6,스파이더맨: 홈 커밍,7240766,108767,2017-07-05,497,2714,-60.4,OLD,832026100,1.2,-60.7,20167303,-167972,-2,58990707420,-1267180740
201731,20170731~20170806,7,7,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,316654,79538,2017-07-20,263,1534,-21.2,OLD,554826100,0.8,-19.8,20178321,-19619,-1,2300546700,-149472200
201731,20170731~20170806,8,8,내 사랑,253557,39314,2017-07-12,100,963,-18.8,OLD,251352100,0.4,-12.7,20174801,-5742,0,1898216425,-58167925
201731,20170731~20170806,9,9,이모티: 더 무비,28250,28099,2017-08-02,134,1153,16965.6,OLD,206152400,0.3,18508.6,20179186,27948,82,207360400,204944400
201731,20170731~20170806,10,10,플립,349297,20580,2017-07-12,124,878,-65.6,OLD,159588800,0.2,-66.2,20177501,-40221,-3,2776949100,-304268000
201732,20170807~20170813,1,1,택시운전사,7937810,3576763,2017-08-02,1753,49731,-17.7,OLD,28053329560,45.6,-16.3,20162869,-698620,0,62696282996,-6027197876
201732,20170807~20170813,2,2,청년경찰,1948171,1917987,2017-08-09,1102,27974,10606.2,OLD,15197873094,24.7,11943.1,20162442,1902061,11,15457133294,15055919094
201732,20170807~20170813,3,3,애나벨 : 인형의 주인,934774,931723,2017-08-10,1006,11629,30738.0,OLD,7526932798,12.2,30438.3,20161081,928672,19,7551340798,7502524798
201732,20170807~20170813,4,4,슈퍼배드 3,3028287,411960,2017-07-26,785,10954,-70.7,OLD,2950856200,4.8,-70.4,20173403,-978528,-1,22094944119,-7129116999
201732,20170807~20170813,5,5,군함도,6465993,385344,2017-07-26,876,12816,-81.3,OLD,2890595942,4.7,-80.8,20161481,-1625225,-3,49634491868,-12575833444
201732,20170807~20170813,6,6,빅풋 주니어,131838,128805,2017-08-09,437,3128,8885.3,OLD,916410400,1.5,10414.7,20178641,127580,22,941413400,906211400
201732,20170807~20170813,7,7,덩케르크,2716807,122999,2017-07-20,433,2961,-66.7,OLD,1259409500,2.0,-70.3,20164621,-291317,-3,23760326548,-2526561415
201732,20170807~20170813,8,8,명탐정 코난:진홍의 연가,414156,102224,2017-08-02,456,3059,-67.3,OLD,736792500,1.2,-67.1,20170124,-208046,-3,3003959900,-1517055900
201732,20170807~20170813,9,9,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,84133,82630,2017-08-10,351,1912,10482.5,OLD,595159500,1.0,11653.9,20179085,81927,30,607175500,589535500
201732,20170807~20170813,10,10,파리로 가는 길,53208,32447,2017-08-03,77,802,52.1,OLD,254113300,0.4,57.7,20178762,11872,1,422704900,87009700
201733,20170814~20170820,1,1,택시운전사,10352984,2415174,2017-08-02,1291,32066,-31.9,OLD,19114003453,29.4,-32.5,20162869,-1161589,0,81810286449,-8939326107
201733,20170814~20170820,2,2,청년경찰,3906404,1958233,2017-08-09,1019,28156,1.6,OLD,15438498947,23.8,2.1,20162442,40246,0,30895632241,240625853
201733,20170814~20170820,3,3,혹성탈출: 종의 전쟁,1540913,1534996,2017-08-15,1017,24257,22743.8,OLD,12726737903,19.6,29261.1,20179901,1529768,17,12788538003,12671025803
201733,20170814~20170820,4,4,애나벨 : 인형의 주인,1753606,818832,2017-08-10,922,15463,-13.4,OLD,6519008566,10.0,-12.1,20161081,-112891,-1,14070349364,-1007924232
201733,20170814~20170820,5,5,장산범,643962,635757,2017-08-17,711,10971,9498.0,OLD,5124180134,7.9,9671.9,20151003,629251,12,5189670134,5070792134
201733,20170814~20170820,6,6,슈퍼배드 3,3251835,223548,2017-07-26,505,4439,-45.8,OLD,1600161500,2.5,-45.7,20173403,-188412,-2,23695105619,-1350694700
201733,20170814~20170820,7,7,빅풋 주니어,256405,124567,2017-08-09,392,2570,-4.6,OLD,874109800,1.3,-3.3,20178641,-4238,-1,1815523200,-42300600
201733,20170814~20170820,8,8,군함도,6554420,88427,2017-07-26,471,2443,-77.3,OLD,657214600,1.0,-77.1,20161481,-296917,-3,50291706468,-2233381342
201733,20170814~20170820,9,9,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,153618,69485,2017-08-10,322,1745,-18.2,OLD,486811600,0.7,-15.9,20179085,-13145,0,1093987100,-108347900
201733,20170814~20170820,10,10,공범자들,65970,60268,2017-08-17,208,1430,2191.6,OLD,492746100,0.8,2304.9,20179187,57762,12,539577100,471244100
201734,20170821~20170827,1,1,택시운전사,11368432,1015448,2017-08-02,954,23925,-58.6,OLD,7907040100,22.4,-58.0,20162869,-1399726,0,89717326549,-11206963353
201734,20170821~20170827,2,2,브이아이피,940323,938689,2017-08-23,996,20240,59175.2,OLD,7693923425,21.8,57347.3,20164174,937055,24,7706903425,7680943425
201734,20170821~20170827,3,3,청년경찰,4834124,927720,2017-08-09,817,23497,-52.9,OLD,7276028475,20.6,-52.6,20162442,-1030513,-1,38171660716,-8162470472
201734,20170821~20170827,4,4,장산범,1121885,477923,2017-08-17,648,13780,-27.0,OLD,3740919325,10.6,-24.8,20151003,-157834,1,8930589459,-1383260809
201734,20170821~20170827,5,5,혹성탈출: 종의 전쟁,1946789,405876,2017-08-15,764,14299,-74.3,OLD,3264852375,9.3,-73.6,20179901,-1129120,-2,16053390378,-9461885528
201734,20170821~20170827,6,6,애나벨 : 인형의 주인,1897937,144331,2017-08-10,483,5762,-82.1,OLD,1167665100,3.3,-82.4,20161081,-674501,-2,15238014464,-5351343466
201734,20170821~20170827,7,7,공범자들,149348,83378,2017-08-17,246,3055,33.7,OLD,658754000,1.9,38.3,20179187,23110,3,1198331100,166007900
201734,20170821~20170827,8,8,다크타워: 희망의 탑,80298,80298,2017-08-23,497,6131,100.0,NEW,637303875,1.8,100.0,20170022,80298,0,637303875,637303875
201734,20170821~20170827,9,9,슈퍼배드 3,3307911,56076,2017-07-26,308,2066,-74.8,OLD,403035500,1.1,-74.9,20173403,-167472,-3,24098141119,-1197126000
201734,20170821~20170827,10,10,빅풋 주니어,300223,43818,2017-08-09,205,1460,-65.4,OLD,302016900,0.9,-64.8,20178641,-80749,-3,2117540100,-572092900
201735,20170828~20170903,1,1,킬러의 보디가드,776937,760861,2017-08-30,482,10208,4263.1,OLD,6236331600,24.1,4632.9,20171962,744785,16,6379263900,6093399300
201735,20170828~20170903,2,2,청년경찰,5377301,543177,2017-08-09,733,18414,-43.2,OLD,4132337700,16.0,-41.5,20162442,-384543,1,42303998416,-3143690775
201735,20170828~20170903,3,3,택시운전사,11862984,494552,2017-08-02,863,17673,-53.1,OLD,3706746900,14.3,-51.3,20162869,-520896,-2,93424073449,-4200293200
201735,20170828~20170903,4,4,브이아이피,1315483,375160,2017-08-23,896,17766,-63.3,OLD,2825011576,10.9,-60.0,20164174,-563529,-2,10531915001,-4868911849
201735,20170828~20170903,5,5,발레리안: 천 개 행성의 도시,370138,361820,2017-08-30,629,11880,3396.0,OLD,2882793308,11.1,4338.4,20158047,353668,16,2966747308,2800333308
201735,20170828~20170903,6,6,장산범,1286804,164919,2017-08-17,559,7504,-66.2,OLD,1263023824,4.9,-65.5,20151003,-313004,-2,10193613283,-2477895501
201735,20170828~20170903,7,7,아토믹 블론드,114649,113097,2017-08-30,471,8084,6420.9,OLD,857231792,3.3,7187.2,20179491,111545,29,870377792,844085792
201735,20170828~20170903,8,8,로마의 휴일,111457,106350,2017-08-30,436,7716,2107.0,OLD,787993576,3.0,2339.8,20179407,101991,19,829113076,752290076
