week,showRange,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
201744,20171030~20171105,5,5,-1,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,1191646500,4.3,-348984700,-22.7,2739499700,146584,-51495,-26.0,345547,207,5103
201744,20171030~20171105,6,6,49,OLD,20173724,직쏘,2017-11-02,672990700,2.4,667614700,12418.4,678366700,75984,75312,11207.1,76656,175,2837
201744,20171030~20171105,7,7,-4,OLD,20173694,지오스톰,2017-10-19,395035493,1.4,-1703342561,-81.2,8460735614,54348,-221868,-80.3,1025322,483,4461
201744,20171030~20171105,8,8,18,OLD,20070454,원스,2007-09-20,176816500,0.6,152417800,624.7,1765644200,21826,18392,535.6,255422,147,1642
201744,20171030~20171105,9,9,-4,OLD,20164424,대장 김창수,2017-10-19,123753000,0.4,-563356100,-82.0,2851892115,18643,-79560,-81.0,377071,338,1862
201744,20171030~20171105,10,10,-1,OLD,20175208,뷰티풀 투모로우,2017-10-26,144339500,0.5,-94094900,-39.5,382773900,16885,-9945,-37.1,43715,37,508
201745,20171106~20171112,1,1,0,OLD,20175121,토르: 라그나로크,2017-10-25,5862524300,25.5,-5312886757,-47.5,34731064831,711922,-644532,-47.5,4282962,962,26101
201745,20171106~20171112,2,2,0,OLD,20172603,부라더,2017-11-02,4317575562,18.8,-1441209774,-25.0,10231487698,550804,-161490,-22.7,1282366,831,23809
201745,20171106~20171112,3,3,99,OLD,20174622,해피 데스데이,2017-11-08,4149245398,18.0,4147645398,259227.8,4152205398,506375,506175,253087.5,506745,714,12629
201745,20171106~20171112,4,4,-1,OLD,20172742,범죄도시,2017-10-03,2524485738,11.0,-1697844769,-40.2,54695978649,308292,-215649,-41.2,6677290,564,12355
201745,20171106~20171112,5,5,232,OLD,20161681,미옥,2017-11-09,1562039164,6.8,1561914164,1249531.3,1562164164,192837,192812,771248.0,192862,635,11759
201745,20171106~20171112,6,6,-2,OLD,20169643,침묵,2017-11-02,1288304600,5.6,-1149768864,-47.2,3744410064,166287,-134106,-44.6,468934,601,10325
201745,20171106~20171112,7,7,30,OLD,20175441,채비,2017-11-09,544697964,2.4,530657964,3779.6,567871964,71801,70027,3947.4,74888,469,4402
201745,20171106~20171112,8,8,-3,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,541209600,2.4,-650436900,-54.6,3280709300,65594,-80990,-55.3,411141,178,3199
201745,20171106~20171112,9,9,36,OLD,20179942,러빙 빈센트,2017-11-09,405340300,1.8,394596100,3672.6,420340500,49059,47945,4303.9,50654,271,1814
201745,20171106~20171112,10,10,19,OLD,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,2017-11-09,289557600,1.3,266139600,1136.5,312975600,38162,35613,1397.1,40711,370,1781
201746,20171113~20171119,1,1,0,NEW,20168221,저스티스 리그,2017-11-15,9586705849,39.9,9586705849,100.0,9586705849,1141912,1141912,100.0,1141912,1308,31791
201746,20171113~20171119,2,2,1,OLD,20174622,해피 데스데이,2017-11-08,4201440801,17.5,52195403,1.3,8353646199,531144,24769,4.9,1037889,691,17666
201746,20171113~20171119,3,3,-2,OLD,20175121,토르: 라그나로크,2017-10-25,2464812414,10.3,-3397711886,-58.0,37195877245,309430,-402492,-56.5,4592392,764,14164
201746,20171113~20171119,4,4,42,OLD,20168754,7호실,2017-11-15,2101706437,8.7,2093698437,26145.1,2109714437,270102,269097,26775.8,271107,629,13074
201746,20171113~20171119,5,5,-3,OLD,20172603,부라더,2017-11-02,1277411700,5.3,-3040163862,-70.4,11508899398,170001,-380803,-69.1,1452367,657,11420
201746,20171113~20171119,6,6,-2,OLD,20172742,범죄도시,2017-10-03,1086176400,4.5,-1438309338,-57.0,55782155049,134982,-173310,-56.2,6812272,524,6974
201746,20171113~20171119,7,7,2,OLD,20179942,러빙 빈센트,2017-11-09,561364000,2.3,156023700,38.5,981704500,71107,22048,44.9,121761,272,2601
201746,20171113~20171119,8,8,-1,OLD,20175441,채비,2017-11-09,389663800,1.6,-155034164,-28.5,957535764,55616,-16185,-22.5,130504,480,3466
201746,20171113~20171119,9,9,-4,OLD,20161681,미옥,2017-11-09,317892500,1.3,-1244146664,-79.6,1880056664,43154,-149683,-77.6,236016,531,5854
201746,20171113~20171119,10,10,-2,OLD,20171024,너의 췌장을 먹고 싶어,2017-10-25,257832700,1.1,-283376900,-52.4,3538542000,32693,-32901,-50.2,443834,163,1978
201747,20171120~20171126,1,1,10,OLD,20165748,꾼,2017-11-22,13201295348,54.8,12941191848,4975.4,13485006848,1655893,1625593,5365.0,1689144,1314,33925
201747,20171120~20171126,2,2,-1,OLD,20168221,저스티스 리그,2017-11-15,3810399346,15.8,-5776306503,-60.3,13397105195,479457,-662455,-58.0,1621369,1174,28043
201747,20171120~20171126,3,3,-1,OLD,20174622,해피 데스데이,2017-11-08,2084610956,8.6,-2116829845,-50.4,10438257155,267838,-263306,-49.6,1305727,582,14549
201747,20171120~20171126,4,4,-1,OLD,20175121,토르: 라그나로크,2017-10-25,1257766150,5.2,-1207046264,-49.0,38453643395,160284,-149146,-48.2,4752676,495,8061
201747,20171120~20171126,5,5,2,OLD,20179942,러빙 빈센트,2017-11-09,639965900,2.7,78601900,14.0,1621670400,79550,8443,11.9,201311,202,2715
201747,20171120~20171126,6,6,-2,OLD,20168754,7호실,2017-11-15,472202202,2.0,-1629504235,-77.5,2581916639,63113,-206989,-76.6,334220,480,7478
201747,20171120~20171126,7,7,-1,OLD,20172742,범죄도시,2017-10-03,397635800,1.7,-688540600,-63.4,56179790849,49638,-85344,-63.2,6861910,369,3438
201747,20171120~20171126,8,8,-3,OLD,20172603,부라더,2017-11-02,232548900,1.0,-1044862800,-81.8,11741448298,33467,-136534,-80.3,1485834,487,3482
201747,20171120~20171126,9,9,54,OLD,20175223,래빗 스쿨,2017-11-23,246814600,1.0,241214600,4307.4,252414600,33322,32622,4660.3,34022,314,1241
201747,20171120~20171126,10,10,-2,OLD,20175441,채비,2017-11-09,177496400,0.7,-212167400,-54.4,1135032164,26321,-29295,-52.7,156825,187,1411
201748,20171127~20171203,1,1,0,OLD,20165748,꾼,2017-11-22,9921075047,40.1,-3280220301,-24.8,23406081895,1306837,-349056,-21.1,2995981,1275,37441
201748,20171127~20171203,2,2,31,OLD,20173581,기억의 밤,2017-11-29,4339598825,17.5,4326718825,33592.5,4358262825,566597,564560,27715.3,569748,751,16913
201748,20171127~20171203,3,3,50,OLD,20178581,오리엔트 특급 살인,2017-11-29,3762685928,15.2,3755028928,49040.5,3771924928,487760,486885,55644.0,488861,707,14549
201748,20171127~20171203,4,4,14,OLD,20161762,반드시 잡는다,2017-11-29,2036292572,8.2,1987494572,4072.9,2087496572,270275,264478,4562.3,276473,565,12099
201748,20171127~20171203,5,5,-3,OLD,20168221,저스티스 리그,2017-11-15,994079100,4.0,-2816320246,-73.9,14391184295,133211,-346246,-72.2,1754580,676,10104
201748,20171127~20171203,6,6,-1,OLD,20179942,러빙 빈센트,2017-11-09,573398600,2.3,-66567300,-10.4,2195069000,74323,-5227,-6.6,275634,210,2917
201748,20171127~20171203,7,7,114,OLD,20040695,이프 온리,2004-10-29,578179600,2.3,576346600,31442.8,6101058600,73150,72954,37221.4,932780,168,3215
201748,20171127~20171203,8,8,-4,OLD,20175121,토르: 라그나로크,2017-10-25,536072600,2.2,-721693550,-57.4,38989715995,70512,-89772,-56.0,4823188,428,3680
201748,20171127~20171203,9,9,-6,OLD,20174622,해피 데스데이,2017-11-08,489641447,2.0,-1594969509,-76.5,10927898602,66394,-201444,-75.2,1372121,488,5879
201748,20171127~20171203,10,10,-1,OLD,20175223,래빗 스쿨,2017-11-23,120543900,0.5,-126270700,-51.2,372958500,16556,-16766,-50.3,50578,159,830
201749,20171204~20171210,1,1,0,OLD,20165748,꾼,2017-11-22,5705004500,26.0,-4216070547,-42.5,29111086395,726463,-580374,-44.4,3722444,974,28424
201749,20171204~20171210,2,2,0,OLD,20173581,기억의 밤,2017-11-29,4187894135,19.1,-151704690,-3.5,8546156960,535853,-30744,-5.4,1105601,759,21204
201749,20171204~20171210,3,3,24,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,2452903800,11.2,2428201800,9830.0,2485245800,320299,317406,10971.5,324234,803,5417
201749,20171204~20171210,4,4,94,OLD,20174585,메리와 마녀의 꽃,2017-12-07,2423927139,11.0,2421951139,122568.4,2425903139,309742,309495,125301.6,309989,751,9868
201749,20171204~20171210,5,5,-2,OLD,20178581,오리엔트 특급 살인,2017-11-29,2191442635,10.0,-1571243293,-41.8,5963367563,282935,-204825,-42.0,771796,659,14700
201749,20171204~20171210,6,6,25,OLD,20173693,어쌔신: 더 비기닝,2017-12-07,1199292565,5.5,1180471565,6272.1,1218113565,150464,148141,6377.1,152787,528,7714
201749,20171204~20171210,7,7,-3,OLD,20161762,반드시 잡는다,2017-11-29,1014405100,4.6,-1021887472,-50.2,3101901672,137061,-133214,-49.3,413534,551,9763
201749,20171204~20171210,8,8,-1,OLD,20040695,이프 온리,2004-10-29,439070900,2.0,-139108700,-24.1,6540129500,54216,-18934,-25.9,986996,158,3258
201749,20171204~20171210,9,9,-3,OLD,20179942,러빙 빈센트,2017-11-09,389984261,1.8,-183414339,-32.0,2585053261,49642,-24681,-33.2,325276,199,2259
201749,20171204~20171210,10,10,114,OLD,20167904,라라랜드,2016-12-07,337810761,1.5,336213761,21052.8,29674198694,39389,39222,23486.2,3552080,247,1295
201750,20171211~20171217,1,1,99,OLD,20170402,강철비,2017-12-14,13321033016,45.4,13319304016,770347.3,13334426016,1643493,1643246,665281.8,1645144,1426,23048
201750,20171211~20171217,2,2,64,OLD,20170443,스타워즈: 라스트 제다이,2017-12-14,5636322286,19.2,5632312286,140456.7,5640332286,638530,638013,123406.8,639047,1107,17040
201750,20171211~20171217,3,3,-2,OLD,20165748,꾼,2017-11-22,2019190100,6.9,-3685814400,-64.6,31130276495,270130,-456333,-62.8,3992574,857,15051
201750,20171211~20171217,4,4,-2,OLD,20173581,기억의 밤,2017-11-29,1860348300,6.3,-2327545835,-55.6,10406505260,247958,-287895,-53.7,1353559,718,12249
201750,20171211~20171217,5,5,-2,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,1755829200,6.0,-697074600,-28.4,4241075000,233917,-86382,-27.0,558151,661,7483
201750,20171211~20171217,6,6,-2,OLD,20174585,메리와 마녀의 꽃,2017-12-07,1343844500,4.6,-1080082639,-44.6,3769747639,183444,-126298,-40.8,493433,615,9366
201750,20171211~20171217,7,7,-2,OLD,20178581,오리엔트 특급 살인,2017-11-29,614409300,2.1,-1577033335,-72.0,6577776863,83866,-199069,-70.4,855662,529,5312
201750,20171211~20171217,8,8,-2,OLD,20173693,어쌔신: 더 비기닝,2017-12-07,336675035,1.1,-862617530,-71.9,1554788600,48030,-102434,-68.1,200817,479,5411
201750,20171211~20171217,9,9,43,OLD,20176367,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,304750900,1.0,297982900,4402.8,311518900,39292,38442,4522.6,40142,207,1180
201750,20171211~20171217,10,10,-3,OLD,20161762,반드시 잡는다,2017-11-29,218240100,0.7,-796165000,-78.5,3320141772,32075,-104986,-76.6,445609,393,2569
201751,20171218~20171224,1,1,16,OLD,20150976,신과함께-죄와 벌,2017-12-20,28688193269,55.7,28605995069,34801.2,28770391469,3548260,3537788,33783.3,3558732,1887,38478
201751,20171218~20171224,2,2,-1,OLD,20170402,강철비,2017-12-14,11906057606,23.1,-1414975410,-10.6,25240483622,1511719,-131774,-8.0,3156863,1390,29547
201751,20171218~20171224,3,3,27,OLD,20179462,위대한 쇼맨,2017-12-20,3227372331,6.3,3206035331,15025.7,3248709331,389625,387204,15993.6,392046,702,12157
201751,20171218~20171224,4,4,-2,OLD,20170443,스타워즈: 라스트 제다이,2017-12-14,2146108475,4.2,-3490213811,-61.9,7786440761,235220,-403310,-63.2,874267,974,12228
201751,20171218~20171224,5,5,40,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1420647300,2.8,1410667300,14134.9,1430627300,188603,187432,16006.1,189774,626,3379
201751,20171218~20171224,6,6,29,OLD,20176082,몬스터 패밀리,2017-12-21,1093958500,2.1,1077530500,6559.1,1126169500,147870,146042,7989.2,151697,583,2926
201751,20171218~20171224,7,7,-2,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,750028600,1.5,-1005800600,-57.3,4991103600,102043,-131874,-56.4,660194,466,3345
201751,20171218~20171224,8,8,-2,OLD,20174585,메리와 마녀의 꽃,2017-12-07,235233900,0.5,-1108610600,-82.5,4004981539,33582,-149862,-81.7,527015,404,1935
201751,20171218~20171224,9,9,-5,OLD,20173581,기억의 밤,2017-11-29,230894400,0.4,-1629453900,-87.6,10637399660,31636,-216322,-87.2,1385195,474,2360
201751,20171218~20171224,10,10,55,OLD,20176022,더 크리스마스,2017-12-21,227355900,0.4,223517900,5823.8,231193900,30958,30448,5970.2,31468,158,730
201752,20171225~20171231,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,39580122963,55.2,10891929694,38.0,68350514432,4980765,1432505,40.4,8539497,1912,52781
201752,20171225~20171231,2,2,10,OLD,20170590,1987,2017-12-27,15014107037,21.0,14813574037,7387.1,15254004037,1913914,1890665,8132.2,1942077,1299,27490
201752,20171225~20171231,3,3,-1,OLD,20170402,강철비,2017-12-14,6754445944,9.4,-5151611662,-43.3,31994929566,857434,-654285,-43.3,4014297,909,14158
201752,20171225~20171231,4,4,-1,OLD,20179462,위대한 쇼맨,2017-12-20,3408329869,4.8,180957538,5.6,6657039200,422541,32916,8.4,814587,658,8140
201752,20171225~20171231,5,5,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1686902400,2.4,266255100,18.7,3117529700,225481,36878,19.6,415255,614,4412
201752,20171225~20171231,6,6,0,OLD,20176082,몬스터 패밀리,2017-12-21,1405103200,2.0,311144700,28.4,2531272700,189933,42063,28.4,341630,617,3688
201752,20171225~20171231,7,7,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,857814000,1.2,107785400,14.4,5848917600,113552,11509,11.3,773746,389,1963
201752,20171225~20171231,8,8,25,OLD,20176947,원더,2017-12-27,608224700,0.8,594150700,4221.6,632389700,78694,76983,4499.3,81680,178,2810
201752,20171225~20171231,9,9,-5,OLD,20170443,스타워즈: 라스트 제다이,2017-12-14,749445300,1.0,-1396663175,-65.1,8535886061,72280,-162940,-69.3,946547,398,1644
201752,20171225~20171231,10,10,13,OLD,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,242311100,0.3,204773300,545.5,279848900,31562,26674,545.7,36450,191,1118
